Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
ZPZ,Primary industries,2014Q1,12881,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q2,9446,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q3,10127,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2014Q4,12299,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q1,12598,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q2,9374,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q3,10064,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2015Q4,12188,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q1,12478,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q2,9201,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q3,9900,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2016Q4,11979,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q1,12386,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q2,9197,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q3,9946,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2017Q4,12061,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q1,12551,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q2,9286,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q3,9983,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2018Q4,12018,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q1,13035,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q2,9533,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q3,9720,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2019Q4,11949,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q1,12949,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q2,9319,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q3,9713,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2020Q4,11977,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q1,12920,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q2,9469,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q3,9653,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2021Q4,11979,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2022Q1,12788,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2022Q2,9332,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZPZ,Primary industries,2022Q3,9605,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q1,12474,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q2,9048,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q3,9719,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2014Q4,11919,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q1,12210,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q2,8947,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q3,9619,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2015Q4,11764,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q1,12075,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q2,8837,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q3,9502,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2016Q4,11616,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q1,12030,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q2,8837,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q3,9581,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2017Q4,11667,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q1,12176,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q2,8926,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q3,9642,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2018Q4,11686,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q1,12685,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q2,9182,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q3,9366,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2019Q4,11592,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q1,12610,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q2,9045,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q3,9404,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2020Q4,11674,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q1,12613,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q2,9164,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q3,9359,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2021Q4,11648,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2022Q1,12445,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2022Q2,8990,Actual,Kilotonnes,Carbon dioxide equivalents,P
AAZ,"Agriculture, forestry, fishing",2022Q3,9251,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q1,407,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q2,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q3,408,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2014Q4,380,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q1,389,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q2,427,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q3,446,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2015Q4,424,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q1,403,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q2,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q3,398,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2016Q4,363,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q1,356,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q3,364,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2017Q4,394,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q1,375,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q2,360,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q3,341,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2018Q4,332,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q1,350,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q2,351,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q3,355,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2019Q4,357,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q1,339,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q2,274,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q3,308,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2020Q4,303,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q1,307,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q2,304,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q3,295,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2021Q4,331,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q1,343,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q2,342,Actual,Kilotonnes,Carbon dioxide equivalents,P
BB1,Mining,2022Q3,354,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q1,5151,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q2,5191,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q3,5395,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2014Q4,5870,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q1,5725,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q2,5004,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q3,5157,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2015Q4,5351,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q1,5185,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q2,4848,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q3,4927,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2016Q4,4742,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q1,4897,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q2,4960,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q3,5104,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2017Q4,5484,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q1,5009,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q2,4708,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q3,5100,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2018Q4,5570,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q1,5630,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q2,4987,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q3,5348,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2019Q4,5505,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q1,5158,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q2,4634,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q3,5518,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2020Q4,5309,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q1,5459,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q2,5522,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q3,4578,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2021Q4,4600,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q1,4915,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q2,4578,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZGZ,Goods-producing industries,2022Q3,3979,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q1,2899,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q2,2797,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q3,3066,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2014Q4,3473,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q1,3156,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q2,2822,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q3,2901,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2015Q4,3126,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q1,2991,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q2,2690,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q3,2920,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2016Q4,2869,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q1,2991,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q2,2614,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q3,2665,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2017Q4,3101,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q1,2707,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q2,2526,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q3,2865,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2018Q4,3087,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q1,3017,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q2,2638,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q3,2794,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2019Q4,3249,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q1,2723,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q2,2369,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q3,2533,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2020Q4,2967,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q1,2711,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q2,2396,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q3,2291,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2021Q4,2832,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q1,2660,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q2,2175,Actual,Kilotonnes,Carbon dioxide equivalents,P
CCZ,Manufacturing,2022Q3,2070,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q1,2029,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q2,2168,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q3,2075,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2014Q4,2162,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q1,2328,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q2,1941,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q3,2027,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2015Q4,1993,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q1,1956,Actual,Kilotonnes,Carbon dioxide equivalents,P
