Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
DD1,"Electricity, gas, water, and waste services",2016Q2,1905,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q3,1741,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2016Q4,1575,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q1,1593,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q2,2053,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q3,2111,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2017Q4,2000,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q1,1933,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q2,1782,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q3,1836,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2018Q4,2066,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q1,2216,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q2,1967,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q3,2176,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2019Q4,1861,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q1,2062,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q2,1996,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q3,2561,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2020Q4,1936,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q1,2339,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q2,2707,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q3,1922,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2021Q4,1362,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2022Q1,1861,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2022Q2,2020,Actual,Kilotonnes,Carbon dioxide equivalents,P
DD1,"Electricity, gas, water, and waste services",2022Q3,1498,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q1,223,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q2,226,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q3,254,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2014Q4,235,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q1,240,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q2,240,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q3,229,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2015Q4,232,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q1,238,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q2,253,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q3,266,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2016Q4,299,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q1,314,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q2,292,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q3,328,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2017Q4,383,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q1,370,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q2,400,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q3,399,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2018Q4,418,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q1,396,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q2,383,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q3,378,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2019Q4,396,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q1,372,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q2,268,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q3,424,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2020Q4,406,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q1,409,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q2,419,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q3,366,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2021Q4,406,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q1,394,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q2,383,Actual,Kilotonnes,Carbon dioxide equivalents,P
EE1,Construction,2022Q3,412,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q1,2078,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q2,2023,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q3,2175,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2014Q4,2148,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q1,2203,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q2,2183,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q3,2270,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2015Q4,2284,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q1,2243,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q2,2181,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q3,2364,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2016Q4,2310,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q1,2356,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q2,2307,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q3,2438,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2017Q4,2399,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q1,2469,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q2,2351,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q3,2370,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2018Q4,2479,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q1,2448,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q2,2390,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q3,2505,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q4,2520,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q1,2413,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q2,1466,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q3,1755,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q4,1867,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q1,1797,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q2,1920,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q3,1731,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q4,1803,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q1,1864,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q2,1911,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q3,2081,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q1,1496,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q2,1392,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q3,1512,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q4,1525,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q1,1635,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q2,1563,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q3,1609,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q4,1667,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q1,1664,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q2,1546,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q3,1681,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q4,1691,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q1,1765,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q2,1654,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q3,1767,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q4,1763,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q1,1909,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q2,1718,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q3,1728,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q4,1871,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q1,1835,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q2,1722,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q3,1760,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q4,1832,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q1,1791,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q2,880,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q3,1048,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q4,1184,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q1,1175,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q2,1239,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q3,1049,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q4,1148,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q1,1194,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q2,1202,Actual,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q3,1374,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q1,582,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q2,631,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q3,663,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q4,623,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q1,568,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q2,620,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q3,661,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q4,617,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q1,579,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q2,635,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q3,683,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q4,619,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q1,591,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q2,652,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q3,671,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q4,635,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q1,560,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q2,633,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q3,642,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q4,608,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q1,613,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q2,668,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q3,745,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q4,687,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q1,623,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q2,586,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q3,707,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q4,682,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q1,621,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q2,681,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q3,682,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q4,654,Actual,Kilotonnes,Carbon dioxide equivalents,P
